"irlncRNA"	"pathway"	"cancer_names"	"norm_cancer_count"
"RP11-404O13.5"	"Chemokine_Receptors"	"0"	"0"
"RP11-404O13.5"	"Cytokines"	"GBM"	"0.333333333333333"
"RP11-404O13.5"	"Cytokine_Receptors"	"0"	"0"
"RP11-404O13.5"	"Interferons"	"0"	"0"
"RP11-404O13.5"	"Interferon_Receptor"	"0"	"0"
"RP11-404O13.5"	"Interleukins"	"0"	"0"
"RP11-404O13.5"	"Interleukins_Receptor"	"0"	"0"
"RP11-404O13.5"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"RP11-404O13.5"	"TCRsignalingPathway"	"0"	"0"
"RP11-404O13.5"	"TGFb_Family_Member"	"0"	"0"
"RP11-404O13.5"	"TGFb_Family_Member_Receptor"	"0"	"0"
"RP11-404O13.5"	"TNF_Family_Members"	"0"	"0"
"RP11-404O13.5"	"TNF_Family_Members_Receptors"	"0"	"0"
"C15orf56"	"Antigen_Processing_and_Presentation"	"GBM"	"0.333333333333333"
"C15orf56"	"Antimicrobials"	"0"	"0"
"C15orf56"	"BCRSignalingPathway"	"0"	"0"
"C15orf56"	"Chemokines"	"0"	"0"
"C15orf56"	"Chemokine_Receptors"	"0"	"0"
"C15orf56"	"Cytokines"	"0"	"0"
"C15orf56"	"Cytokine_Receptors"	"0"	"0"
"C15orf56"	"Interferons"	"0"	"0"
"C15orf56"	"Interferon_Receptor"	"0"	"0"
"C15orf56"	"Interleukins"	"0"	"0"
"C15orf56"	"Interleukins_Receptor"	"0"	"0"
"C15orf56"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"C15orf56"	"TCRsignalingPathway"	"0"	"0"
"C15orf56"	"TGFb_Family_Member"	"0"	"0"
"C15orf56"	"TGFb_Family_Member_Receptor"	"0"	"0"
"C15orf56"	"TNF_Family_Members"	"0"	"0"
"C15orf56"	"TNF_Family_Members_Receptors"	"0"	"0"
"TYMSOS"	"Antigen_Processing_and_Presentation"	"0"	"0"
"TYMSOS"	"Antimicrobials"	"0"	"0"
"TYMSOS"	"BCRSignalingPathway"	"0"	"0"
"TYMSOS"	"Chemokines"	"GBM"	"0.333333333333333"
"TYMSOS"	"Chemokine_Receptors"	"0"	"0"
"TYMSOS"	"Cytokines"	"GBM"	"0.333333333333333"
"TYMSOS"	"Cytokine_Receptors"	"0"	"0"
"TYMSOS"	"Interferons"	"0"	"0"
"TYMSOS"	"Interferon_Receptor"	"0"	"0"
"TYMSOS"	"Interleukins"	"0"	"0"
"TYMSOS"	"Interleukins_Receptor"	"0"	"0"
"TYMSOS"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"TYMSOS"	"TCRsignalingPathway"	"0"	"0"
"TYMSOS"	"TGFb_Family_Member"	"0"	"0"
"TYMSOS"	"TGFb_Family_Member_Receptor"	"0"	"0"
"TYMSOS"	"TNF_Family_Members"	"0"	"0"
"TYMSOS"	"TNF_Family_Members_Receptors"	"0"	"0"
"FAM182A"	"Antigen_Processing_and_Presentation"	"OV,DLBC"	"0.666666666666667"
"FAM182A"	"Antimicrobials"	"0"	"0"
"FAM182A"	"BCRSignalingPathway"	"0"	"0"
"FAM182A"	"Chemokines"	"BLCA,ESCA"	"0.666666666666667"
"FAM182A"	"Chemokine_Receptors"	"0"	"0"
"FAM182A"	"Cytokines"	"BLCA,ESCA"	"0.666666666666667"
"FAM182A"	"Cytokine_Receptors"	"0"	"0"
"FAM182A"	"Interferons"	"0"	"0"
"FAM182A"	"Interferon_Receptor"	"0"	"0"
"FAM182A"	"Interleukins"	"0"	"0"
"FAM182A"	"Interleukins_Receptor"	"0"	"0"
"FAM182A"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"FAM182A"	"TCRsignalingPathway"	"0"	"0"
"FAM182A"	"TGFb_Family_Member"	"0"	"0"
"FAM182A"	"TGFb_Family_Member_Receptor"	"0"	"0"
"FAM182A"	"TNF_Family_Members"	"0"	"0"
"FAM182A"	"TNF_Family_Members_Receptors"	"0"	"0"
"MMP24-AS1"	"Antigen_Processing_and_Presentation"	"OV"	"0.333333333333333"
"MMP24-AS1"	"Antimicrobials"	"0"	"0"
"MMP24-AS1"	"BCRSignalingPathway"	"0"	"0"
"MMP24-AS1"	"Chemokines"	"0"	"0"
"MMP24-AS1"	"Chemokine_Receptors"	"0"	"0"
"MMP24-AS1"	"Cytokines"	"0"	"0"
"MMP24-AS1"	"Cytokine_Receptors"	"BLCA"	"0.333333333333333"
"MMP24-AS1"	"Interferons"	"0"	"0"
"MMP24-AS1"	"Interferon_Receptor"	"0"	"0"
"MMP24-AS1"	"Interleukins"	"0"	"0"
"MMP24-AS1"	"Interleukins_Receptor"	"0"	"0"
"MMP24-AS1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"MMP24-AS1"	"TCRsignalingPathway"	"0"	"0"
"MMP24-AS1"	"TGFb_Family_Member"	"0"	"0"
"MMP24-AS1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"MMP24-AS1"	"TNF_Family_Members"	"0"	"0"
"MMP24-AS1"	"TNF_Family_Members_Receptors"	"0"	"0"
"TTTY1B"	"Antigen_Processing_and_Presentation"	"ESCA"	"0.333333333333333"
"TTTY1B"	"Antimicrobials"	"0"	"0"
"TTTY1B"	"BCRSignalingPathway"	"0"	"0"
"TTTY1B"	"Chemokines"	"OV"	"0.333333333333333"
"TTTY1B"	"Chemokine_Receptors"	"0"	"0"
"TTTY1B"	"Cytokines"	"OV"	"0.333333333333333"
"TTTY1B"	"Cytokine_Receptors"	"0"	"0"
"TTTY1B"	"Interferons"	"0"	"0"
"TTTY1B"	"Interferon_Receptor"	"0"	"0"
"TTTY1B"	"Interleukins"	"0"	"0"
"TTTY1B"	"Interleukins_Receptor"	"0"	"0"
"TTTY1B"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"TTTY1B"	"TCRsignalingPathway"	"0"	"0"
"TTTY1B"	"TGFb_Family_Member"	"0"	"0"
"TTTY1B"	"TGFb_Family_Member_Receptor"	"0"	"0"
"TTTY1B"	"TNF_Family_Members"	"0"	"0"
"TTTY1B"	"TNF_Family_Members_Receptors"	"0"	"0"
"SNHG11"	"Antigen_Processing_and_Presentation"	"0"	"0"
"SNHG11"	"Antimicrobials"	"0"	"0"
"SNHG11"	"BCRSignalingPathway"	"0"	"0"
"SNHG11"	"Chemokines"	"OV"	"0.333333333333333"
"SNHG11"	"Chemokine_Receptors"	"0"	"0"
"SNHG11"	"Cytokines"	"OV"	"0.333333333333333"
"SNHG11"	"Cytokine_Receptors"	"0"	"0"
"SNHG11"	"Interferons"	"0"	"0"
"SNHG11"	"Interferon_Receptor"	"0"	"0"
"SNHG11"	"Interleukins"	"0"	"0"
"SNHG11"	"Interleukins_Receptor"	"0"	"0"
"SNHG11"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"SNHG11"	"TCRsignalingPathway"	"0"	"0"
"SNHG11"	"TGFb_Family_Member"	"0"	"0"
"SNHG11"	"TGFb_Family_Member_Receptor"	"0"	"0"
"SNHG11"	"TNF_Family_Members"	"0"	"0"
"SNHG11"	"TNF_Family_Members_Receptors"	"0"	"0"
"GRIK1-AS1"	"Antigen_Processing_and_Presentation"	"0"	"0"
"GRIK1-AS1"	"Antimicrobials"	"0"	"0"
"GRIK1-AS1"	"BCRSignalingPathway"	"0"	"0"
"GRIK1-AS1"	"Chemokines"	"OV"	"0.333333333333333"
"GRIK1-AS1"	"Chemokine_Receptors"	"LIHC"	"0.333333333333333"
"GRIK1-AS1"	"Cytokines"	"OV"	"0.333333333333333"
"GRIK1-AS1"	"Cytokine_Receptors"	"0"	"0"
"GRIK1-AS1"	"Interferons"	"0"	"0"
"GRIK1-AS1"	"Interferon_Receptor"	"0"	"0"
"GRIK1-AS1"	"Interleukins"	"0"	"0"
"GRIK1-AS1"	"Interleukins_Receptor"	"0"	"0"
"GRIK1-AS1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"GRIK1-AS1"	"TCRsignalingPathway"	"0"	"0"
"GRIK1-AS1"	"TGFb_Family_Member"	"0"	"0"
"GRIK1-AS1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"GRIK1-AS1"	"TNF_Family_Members"	"0"	"0"
"GRIK1-AS1"	"TNF_Family_Members_Receptors"	"0"	"0"
"AC105760.3"	"Antigen_Processing_and_Presentation"	"LUAD"	"0.333333333333333"
"AC105760.3"	"Antimicrobials"	"0"	"0"
"AC105760.3"	"BCRSignalingPathway"	"0"	"0"
"AC105760.3"	"Chemokines"	"0"	"0"
"AC105760.3"	"Chemokine_Receptors"	"0"	"0"
"AC105760.3"	"Cytokines"	"0"	"0"
"AC105760.3"	"Cytokine_Receptors"	"0"	"0"
"AC105760.3"	"Interferons"	"0"	"0"
"AC105760.3"	"Interferon_Receptor"	"0"	"0"
"AC105760.3"	"Interleukins"	"0"	"0"
"AC105760.3"	"Interleukins_Receptor"	"0"	"0"
"AC105760.3"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"AC105760.3"	"TCRsignalingPathway"	"0"	"0"
"AC105760.3"	"TGFb_Family_Member"	"0"	"0"
"AC105760.3"	"TGFb_Family_Member_Receptor"	"0"	"0"
"AC105760.3"	"TNF_Family_Members"	"0"	"0"
"AC105760.3"	"TNF_Family_Members_Receptors"	"0"	"0"
"SNHG16"	"Antigen_Processing_and_Presentation"	"0"	"0"
"SNHG16"	"Antimicrobials"	"0"	"0"
"SNHG16"	"BCRSignalingPathway"	"0"	"0"
"SNHG16"	"Chemokines"	"LUAD"	"0.333333333333333"
"SNHG16"	"Chemokine_Receptors"	"0"	"0"
"SNHG16"	"Cytokines"	"LUAD"	"0.333333333333333"
"SNHG16"	"Cytokine_Receptors"	"0"	"0"
"SNHG16"	"Interferons"	"0"	"0"
"SNHG16"	"Interferon_Receptor"	"0"	"0"
"SNHG16"	"Interleukins"	"0"	"0"
"SNHG16"	"Interleukins_Receptor"	"0"	"0"
"SNHG16"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"SNHG16"	"TCRsignalingPathway"	"0"	"0"
"SNHG16"	"TGFb_Family_Member"	"0"	"0"
"SNHG16"	"TGFb_Family_Member_Receptor"	"0"	"0"
"SNHG16"	"TNF_Family_Members"	"0"	"0"
"SNHG16"	"TNF_Family_Members_Receptors"	"0"	"0"
"RP11-25K19.1"	"Antigen_Processing_and_Presentation"	"0"	"0"
"RP11-25K19.1"	"Antimicrobials"	"0"	"0"
"RP11-25K19.1"	"BCRSignalingPathway"	"0"	"0"
"RP11-25K19.1"	"Chemokines"	"LUAD"	"0.333333333333333"
"RP11-25K19.1"	"Chemokine_Receptors"	"0"	"0"
"RP11-25K19.1"	"Cytokines"	"LUAD"	"0.333333333333333"
"RP11-25K19.1"	"Cytokine_Receptors"	"0"	"0"
"RP11-25K19.1"	"Interferons"	"0"	"0"
"RP11-25K19.1"	"Interferon_Receptor"	"0"	"0"
"RP11-25K19.1"	"Interleukins"	"0"	"0"
"RP11-25K19.1"	"Interleukins_Receptor"	"0"	"0"
"RP11-25K19.1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"RP11-25K19.1"	"TCRsignalingPathway"	"0"	"0"
"RP11-25K19.1"	"TGFb_Family_Member"	"0"	"0"
"RP11-25K19.1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"RP11-25K19.1"	"TNF_Family_Members"	"0"	"0"
"RP11-25K19.1"	"TNF_Family_Members_Receptors"	"0"	"0"
"C10orf95"	"Antigen_Processing_and_Presentation"	"0"	"0"
"C10orf95"	"Antimicrobials"	"UCEC"	"0.333333333333333"
"C10orf95"	"BCRSignalingPathway"	"0"	"0"
"C10orf95"	"Chemokines"	"0"	"0"
"C10orf95"	"Chemokine_Receptors"	"0"	"0"
"C10orf95"	"Cytokines"	"0"	"0"
"C10orf95"	"Cytokine_Receptors"	"0"	"0"
"C10orf95"	"Interferons"	"0"	"0"
"C10orf95"	"Interferon_Receptor"	"0"	"0"
"C10orf95"	"Interleukins"	"0"	"0"
"C10orf95"	"Interleukins_Receptor"	"0"	"0"
"C10orf95"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"C10orf95"	"TCRsignalingPathway"	"0"	"0"
"C10orf95"	"TGFb_Family_Member"	"0"	"0"
"C10orf95"	"TGFb_Family_Member_Receptor"	"0"	"0"
"C10orf95"	"TNF_Family_Members"	"0"	"0"
"C10orf95"	"TNF_Family_Members_Receptors"	"0"	"0"
"LINC00905"	"Antigen_Processing_and_Presentation"	"UCEC"	"0.333333333333333"
"LINC00905"	"Antimicrobials"	"0"	"0"
"LINC00905"	"BCRSignalingPathway"	"0"	"0"
"LINC00905"	"Chemokines"	"0"	"0"
"LINC00905"	"Chemokine_Receptors"	"0"	"0"
"LINC00905"	"Cytokines"	"0"	"0"
"LINC00905"	"Cytokine_Receptors"	"0"	"0"
"LINC00905"	"Interferons"	"0"	"0"
"LINC00905"	"Interferon_Receptor"	"0"	"0"
"LINC00905"	"Interleukins"	"0"	"0"
"LINC00905"	"Interleukins_Receptor"	"0"	"0"
"LINC00905"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"LINC00905"	"TCRsignalingPathway"	"0"	"0"
"LINC00905"	"TGFb_Family_Member"	"0"	"0"
"LINC00905"	"TGFb_Family_Member_Receptor"	"0"	"0"
"LINC00905"	"TNF_Family_Members"	"0"	"0"
"LINC00905"	"TNF_Family_Members_Receptors"	"0"	"0"
"SPG20-AS1"	"Antigen_Processing_and_Presentation"	"0"	"0"
"SPG20-AS1"	"Antimicrobials"	"0"	"0"
"SPG20-AS1"	"BCRSignalingPathway"	"0"	"0"
"SPG20-AS1"	"Chemokines"	"0"	"0"
"SPG20-AS1"	"Chemokine_Receptors"	"KIRC"	"0.333333333333333"
"SPG20-AS1"	"Cytokines"	"0"	"0"
"SPG20-AS1"	"Cytokine_Receptors"	"0"	"0"
"SPG20-AS1"	"Interferons"	"0"	"0"
"SPG20-AS1"	"Interferon_Receptor"	"0"	"0"
"SPG20-AS1"	"Interleukins"	"0"	"0"
"SPG20-AS1"	"Interleukins_Receptor"	"0"	"0"
"SPG20-AS1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"SPG20-AS1"	"TCRsignalingPathway"	"0"	"0"
"SPG20-AS1"	"TGFb_Family_Member"	"0"	"0"
"SPG20-AS1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"SPG20-AS1"	"TNF_Family_Members"	"0"	"0"
"SPG20-AS1"	"TNF_Family_Members_Receptors"	"0"	"0"
"LINC00467"	"Antigen_Processing_and_Presentation"	"THCA,LAML"	"0.666666666666667"
"LINC00467"	"Antimicrobials"	"0"	"0"
"LINC00467"	"BCRSignalingPathway"	"0"	"0"
"LINC00467"	"Chemokines"	"KIRC"	"0.333333333333333"
"LINC00467"	"Chemokine_Receptors"	"0"	"0"
"LINC00467"	"Cytokines"	"KIRC"	"0.333333333333333"
"LINC00467"	"Cytokine_Receptors"	"0"	"0"
"LINC00467"	"Interferons"	"0"	"0"
"LINC00467"	"Interferon_Receptor"	"0"	"0"
"LINC00467"	"Interleukins"	"0"	"0"
"LINC00467"	"Interleukins_Receptor"	"0"	"0"
"LINC00467"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"LINC00467"	"TCRsignalingPathway"	"0"	"0"
"LINC00467"	"TGFb_Family_Member"	"0"	"0"
"LINC00467"	"TGFb_Family_Member_Receptor"	"0"	"0"
"LINC00467"	"TNF_Family_Members"	"0"	"0"
"LINC00467"	"TNF_Family_Members_Receptors"	"0"	"0"
"MIR202HG"	"Antigen_Processing_and_Presentation"	"0"	"0"
"MIR202HG"	"Antimicrobials"	"0"	"0"
"MIR202HG"	"BCRSignalingPathway"	"0"	"0"
"MIR202HG"	"Chemokines"	"BLCA,PAAD,CHOL"	"1"
"MIR202HG"	"Chemokine_Receptors"	"0"	"0"
"MIR202HG"	"Cytokines"	"BLCA,PAAD,CHOL"	"1"
"MIR202HG"	"Cytokine_Receptors"	"KIRC"	"0.333333333333333"
"MIR202HG"	"Interferons"	"0"	"0"
"MIR202HG"	"Interferon_Receptor"	"0"	"0"
"MIR202HG"	"Interleukins"	"0"	"0"
"MIR202HG"	"Interleukins_Receptor"	"0"	"0"
"MIR202HG"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"MIR202HG"	"TCRsignalingPathway"	"0"	"0"
"MIR202HG"	"TGFb_Family_Member"	"0"	"0"
"MIR202HG"	"TGFb_Family_Member_Receptor"	"0"	"0"
"MIR202HG"	"TNF_Family_Members"	"0"	"0"
"MIR202HG"	"TNF_Family_Members_Receptors"	"0"	"0"
"TMEM51-AS1"	"Antigen_Processing_and_Presentation"	"0"	"0"
"TMEM51-AS1"	"Antimicrobials"	"0"	"0"
"TMEM51-AS1"	"BCRSignalingPathway"	"0"	"0"
"TMEM51-AS1"	"Chemokines"	"KIRC"	"0.333333333333333"
"TMEM51-AS1"	"Chemokine_Receptors"	"0"	"0"
"TMEM51-AS1"	"Cytokines"	"KIRC"	"0.333333333333333"
"TMEM51-AS1"	"Cytokine_Receptors"	"0"	"0"
"TMEM51-AS1"	"Interferons"	"0"	"0"
"TMEM51-AS1"	"Interferon_Receptor"	"0"	"0"
"TMEM51-AS1"	"Interleukins"	"0"	"0"
"TMEM51-AS1"	"Interleukins_Receptor"	"0"	"0"
"TMEM51-AS1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"TMEM51-AS1"	"TCRsignalingPathway"	"0"	"0"
"TMEM51-AS1"	"TGFb_Family_Member"	"0"	"0"
"TMEM51-AS1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"TMEM51-AS1"	"TNF_Family_Members"	"0"	"0"
"TMEM51-AS1"	"TNF_Family_Members_Receptors"	"0"	"0"
"AC110781.3"	"Antigen_Processing_and_Presentation"	"DLBC"	"0.333333333333333"
"AC110781.3"	"Antimicrobials"	"0"	"0"
"AC110781.3"	"BCRSignalingPathway"	"0"	"0"
"AC110781.3"	"Chemokines"	"HNSC"	"0.333333333333333"
"AC110781.3"	"Chemokine_Receptors"	"0"	"0"
"AC110781.3"	"Cytokines"	"HNSC"	"0.333333333333333"
"AC110781.3"	"Cytokine_Receptors"	"0"	"0"
"AC110781.3"	"Interferons"	"0"	"0"
"AC110781.3"	"Interferon_Receptor"	"0"	"0"
"AC110781.3"	"Interleukins"	"0"	"0"
"AC110781.3"	"Interleukins_Receptor"	"0"	"0"
"AC110781.3"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"AC110781.3"	"TCRsignalingPathway"	"0"	"0"
"AC110781.3"	"TGFb_Family_Member"	"0"	"0"
"AC110781.3"	"TGFb_Family_Member_Receptor"	"0"	"0"
"AC110781.3"	"TNF_Family_Members"	"0"	"0"
"AC110781.3"	"TNF_Family_Members_Receptors"	"0"	"0"
"AC007364.1"	"Antigen_Processing_and_Presentation"	"LGG"	"0.333333333333333"
"AC007364.1"	"Antimicrobials"	"0"	"0"
"AC007364.1"	"BCRSignalingPathway"	"0"	"0"
"AC007364.1"	"Chemokines"	"0"	"0"
"AC007364.1"	"Chemokine_Receptors"	"0"	"0"
"AC007364.1"	"Cytokines"	"0"	"0"
"AC007364.1"	"Cytokine_Receptors"	"MESO"	"0.333333333333333"
"AC007364.1"	"Interferons"	"0"	"0"
"AC007364.1"	"Interferon_Receptor"	"0"	"0"
"AC007364.1"	"Interleukins"	"0"	"0"
"AC007364.1"	"Interleukins_Receptor"	"0"	"0"
"AC007364.1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"AC007364.1"	"TCRsignalingPathway"	"0"	"0"
"AC007364.1"	"TGFb_Family_Member"	"0"	"0"
"AC007364.1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"AC007364.1"	"TNF_Family_Members"	"0"	"0"
"AC007364.1"	"TNF_Family_Members_Receptors"	"0"	"0"
"ZNF667-AS1"	"Antigen_Processing_and_Presentation"	"LGG,COAD"	"0.666666666666667"
"ZNF667-AS1"	"Antimicrobials"	"0"	"0"
"ZNF667-AS1"	"BCRSignalingPathway"	"0"	"0"
"ZNF667-AS1"	"Chemokines"	"0"	"0"
"ZNF667-AS1"	"Chemokine_Receptors"	"0"	"0"
"ZNF667-AS1"	"Cytokines"	"0"	"0"
"ZNF667-AS1"	"Cytokine_Receptors"	"0"	"0"
"ZNF667-AS1"	"Interferons"	"0"	"0"
"ZNF667-AS1"	"Interferon_Receptor"	"0"	"0"
"ZNF667-AS1"	"Interleukins"	"0"	"0"
"ZNF667-AS1"	"Interleukins_Receptor"	"0"	"0"
"ZNF667-AS1"	"NaturalKiller_Cell_Cytotoxicity"	"0"	"0"
"ZNF667-AS1"	"TCRsignalingPathway"	"0"	"0"
"ZNF667-AS1"	"TGFb_Family_Member"	"0"	"0"
"ZNF667-AS1"	"TGFb_Family_Member_Receptor"	"0"	"0"
"ZNF667-AS1"	"TNF_Family_Members"	"0"	"0"
"ZNF667-AS1"	"TNF_Family_Members_Receptors"	"0"	"0"
"LINC00483"	"Antigen_Processing_and_Presentation"	"0"	"0"
"LINC00483"	"Antimicrobials"	"0"	"0"
